Id,Source,Target,Type,Weight,Label,Revista,Persona,PersonaOriginalEnRevista
e162,revista:fémina,persona:cheita ricart,Undirected,1,Fémina — Cheita Ricart (1),Fémina,Cheita Ricart,Cheita Ricart
e163,revista:fémina,persona:clemencia merval,Undirected,1,Fémina — Clemencia Merval (1),Fémina,Clemencia Merval,Clemencia Merval
e164,revista:fémina,persona:constantino valero,Undirected,1,Fémina — Constantino Valero (1),Fémina,Constantino Valero,Constantino Valero
e165,revista:fémina,persona:consuelo montalvo de frias,Undirected,64,Fémina — Consuelo Montalvo de Frías (64),Fémina,Consuelo Montalvo de Frías,Consuelo Montalvo de Frías
e166,revista:fémina,persona:corza espinet,Undirected,1,Fémina — Corza Espinet (1),Fémina,Corza Espinet,Corza Espinet
e167,revista:fémina,persona:cruz maria prince,Undirected,1,Fémina — Cruz María Prince (1),Fémina,Cruz María Prince,Cruz María Prince
e168,revista:fémina,persona:candida richiez,Undirected,2,Fémina — Cándida Richiez (2),Fémina,Cándida Richiez,Cándida Richiez
e169,revista:fémina,persona:daniel gonzalez,Undirected,1,Fémina — Daniel González (1),Fémina,Daniel González,Daniel González
e170,revista:fémina,persona:delcilida fiallo,Undirected,1,Fémina — Delcilida Fiallo (1),Fémina,Delcilida Fiallo,Delcilida Fiallo
e171,revista:fémina,persona:delia dubot,Undirected,2,Fémina — Delia Dubot (2),Fémina,Delia Dubot,Delia Dubot
e172,revista:fémina,persona:delia m weber,Undirected,10,Fémina — Delia M. Weber (10),Fémina,Delia M. Weber,Delia M. Weber
e173,revista:fémina,persona:delia sasso,Undirected,1,Fémina — Delia Sasso (1),Fémina,Delia Sasso,Delia Sasso
e174,revista:fémina,persona:dimas frias,Undirected,4,Fémina — Dimas Frías (4),Fémina,Dimas Frías,Dimas Frías
e175,revista:fémina,persona:dulce maria borrero de lujan,Undirected,2,Fémina — Dulce María Borrero de Luján (2),Fémina,Dulce María Borrero de Luján,Dulce María Borrero de Luján
e176,revista:fémina,persona:e valdes,Undirected,1,Fémina — E. Valdés (1),Fémina,E. Valdés,E. Valdés
e177,revista:fémina,persona:edmundo saint-denis,Undirected,1,Fémina — Edmundo Saint-Denis (1),Fémina,Edmundo Saint-Denis,Edmundo Saint-Denis
e178,revista:fémina,persona:eduvigis rosas,Undirected,3,Fémina — Eduvigis Rosas (3),Fémina,Eduvigis Rosas,Eduvigis Rosas
e179,revista:fémina,persona:elena arizmendi duersch,Undirected,5,Fémina — Elena Arizmendi Duersch (5),Fémina,Elena Arizmendi Duersch,Elena Arizmendi Duersch
e180,revista:fémina,persona:elie faure,Undirected,1,Fémina — Elie Faure (1),Fémina,Elie Faure,Elie Faure
e181,revista:fémina,persona:emiliano tejera,Undirected,2,Fémina — Emiliano Tejera (2),Fémina,Emiliano Tejera,Emiliano Tejera
e182,revista:fémina,persona:emilio a morel,Undirected,7,Fémina — Emilio A. Morel (7),Fémina,Emilio A. Morel,Emilio A. Morel
e183,revista:fémina,persona:emilio benedicto,Undirected,1,Fémina — Emilio Benedicto (1),Fémina,Emilio Benedicto,Emilio Benedicto
e184,revista:fémina,persona:enrique cambier,Undirected,6,Fémina — Enrique Cambier (6),Fémina,Enrique Cambier,Enrique Cambier
e185,revista:fémina,persona:enrique montano hijo,Undirected,1,Fémina — Enrique Montano Hijo (1),Fémina,Enrique Montano Hijo,Enrique Montano Hijo
e186,revista:fémina,persona:enriqueta maggiolo de cruzado,Undirected,22,Fémina — Enriqueta Maggiolo de Cruzado (22),Fémina,Enriqueta Maggiolo de Cruzado,Enriqueta Maggiolo de Cruzado
e187,revista:fémina,persona:ernestina gomez perez,Undirected,1,Fémina — Ernestina Gómez Pérez (1),Fémina,Ernestina Gómez Pérez,Ernestina Gómez Pérez
e188,revista:fémina,persona:eugenio deschamps,Undirected,1,Fémina — Eugenio Deschamps (1),Fémina,Eugenio Deschamps,Eugenio Deschamps
e189,revista:fémina,persona:evangelina adams,Undirected,1,Fémina — Evangelina Adams (1),Fémina,Evangelina Adams,Evangelina Adams
e190,revista:fémina,persona:evangelina rodriguez,Undirected,6,Fémina — Evangelina Rodríguez (6),Fémina,Evangelina Rodríguez,Evangelina Rodríguez
e191,revista:fémina,persona:fabio fiallo,Undirected,6,Fémina — Fabio Fiallo (6),Fémina,Fabio Fiallo,Fabio Fiallo
e192,revista:fémina,persona:fabiola cano sone,Undirected,1,Fémina — Fabiola Cano Soñé (1),Fémina,Fabiola Cano Soñé,Fabiola Cano Soñé
e193,revista:fémina,persona:fe mesina,Undirected,1,Fémina — Fe Mesina (1),Fémina,Fe Mesina,Fe Mesina
e194,revista:fémina,persona:federico henriquez y carvajal,Undirected,10,Fémina — Federico Henríquez y Carvajal (10),Fémina,Federico Henríquez y Carvajal,Federico Henríquez y Carvajal
e195,revista:fémina,persona:fedora pellerano,Undirected,1,Fémina — Fedora Pellerano (1),Fémina,Fedora Pellerano,Fedora Pellerano
e196,revista:fémina,persona:felipe de j espinosa,Undirected,1,Fémina — Felipe de J. Espinosa (1),Fémina,Felipe de J. Espinosa,Felipe de J. Espinosa
e197,revista:fémina,persona:felipe rincon g,Undirected,1,Fémina — Felipe Rincón G. (1),Fémina,Felipe Rincón G.,Felipe Rincón G.
e198,revista:fémina,persona:felix m perez,Undirected,8,Fémina — Félix M. Pérez (8),Fémina,Félix M. Pérez,Félix M. Pérez
e199,revista:fémina,persona:genarina polanco,Undirected,1,Fémina — Genarina Polanco (1),Fémina,Genarina Polanco,Genarina Polanco
e200,revista:fémina,persona:genivera prince,Undirected,2,Fémina — Genivera Prince (2),Fémina,Genivera Prince,Genivera Prince
e201,revista:fémina,persona:giovanni campa,Undirected,1,Fémina — Giovanni Campa (1),Fémina,Giovanni Campa,Giovanni Campa
e202,revista:fémina,persona:gladys e de los santos n,Undirected,2,Fémina — Gladys E. de los Santos N. (2),Fémina,Gladys E. de los Santos N.,Gladys E. de los Santos N.
e203,revista:fémina,persona:gloria faxas,Undirected,2,Fémina — Gloria Faxas (2),Fémina,Gloria Faxas,Gloria Faxas
e204,revista:fémina,persona:godofredo canino,Undirected,2,Fémina — Godofredo Canino (2),Fémina,Godofredo Canino,Godofredo Canino
e205,revista:fémina,persona:i h ducoudray,Undirected,1,Fémina — I. H. Ducoudray (1),Fémina,I. H. Ducoudray,I. H. Ducoudray
e206,revista:fémina,persona:irene baez de herrera,Undirected,1,Fémina — Irene Báez de Herrera (1),Fémina,Irene Báez de Herrera,Irene Báez de Herrera
e207,revista:fémina,persona:isabel amechazurra vda pellerano,Undirected,17,Fémina — Isabel Amechazurra Vda. Pellerano (17),Fémina,Isabel Amechazurra Vda. Pellerano,Isabel Amechazurra Vda. Pellerano
e208,revista:fémina,persona:isabel espinet,Undirected,1,Fémina — Isabel Espinet (1),Fémina,Isabel Espinet,Isabel Espinet
e209,revista:fémina,persona:j m muxo,Undirected,1,Fémina — J. M. Muxó (1),Fémina,J. M. Muxó,J. M. Muxó
e210,revista:fémina,persona:j perez lozada,Undirected,1,Fémina — J. Pérez Lozada (1),Fémina,J. Pérez Lozada,J. Pérez Lozada
e211,revista:fémina,persona:joaquin ma bobea,Undirected,9,Fémina — Joaquín Ma. Bobea (9),Fémina,Joaquín Ma. Bobea,Joaquín Ma. Bobea
e212,revista:fémina,persona:joaquin s inchanstegui,Undirected,2,Fémina — Joaquín S. Inchanstegui (2),Fémina,Joaquín S. Inchanstegui,Joaquín S. Inchanstegui
e213,revista:fémina,persona:jorge cuesta,Undirected,2,Fémina — Jorge Cuesta (2),Fémina,Jorge Cuesta,Jorge Cuesta
e214,revista:fémina,persona:jorge pou,Undirected,1,Fémina — Jorge Pou (1),Fémina,Jorge Pou,Jorge Pou
e215,revista:fémina,persona:jose maria caminero,Undirected,1,Fémina — Jose Maria Caminero (1),Fémina,Jose Maria Caminero,Jose Maria Caminero
e216,revista:fémina,persona:jose zuniga,Undirected,1,Fémina — Jose Zuniga (1),Fémina,Jose Zuniga,Jose Zuniga
e217,revista:fémina,persona:jose antonio jimenez,Undirected,1,Fémina — José Antonio Jiménez (1),Fémina,José Antonio Jiménez,José Antonio Jiménez
e218,revista:fémina,persona:jose de j nunez y dominguez,Undirected,1,Fémina — José de J. Núñez y Domínguez (1),Fémina,José de J. Núñez y Domínguez,José de J. Núñez y Domínguez
e219,revista:fémina,persona:jose de jesus frometa,Undirected,1,Fémina — José de Jesús Frómeta (1),Fémina,José de Jesús Frómeta,José de Jesús Frómeta
e220,revista:fémina,persona:jose e fernandez,Undirected,4,Fémina — José E. Fernández (4),Fémina,José E. Fernández,José E. Fernández
e221,revista:fémina,persona:jose ernesto garcia aybar,Undirected,1,Fémina — José Ernesto García Aybar (1),Fémina,José Ernesto García Aybar,José Ernesto García Aybar
e222,revista:fémina,persona:jose luis perozo,Undirected,1,Fémina — José Luis Perozo (1),Fémina,José Luis Perozo,José Luis Perozo
e223,revista:fémina,persona:jose martinez conde,Undirected,8,Fémina — José Martínez Conde (8),Fémina,José Martínez Conde,José Martínez Conde
e224,revista:fémina,persona:jose maria de heredia,Undirected,1,Fémina — José María de Heredia (1),Fémina,José María de Heredia,José María de Heredia
e225,revista:fémina,persona:jose ramon lopez,Undirected,3,Fémina — José Ramón López (3),Fémina,José Ramón López,José Ramón López
e226,revista:fémina,persona:jose torres diaz,Undirected,1,Fémina — José Torres Díaz (1),Fémina,José Torres Díaz,José Torres Díaz
e227,revista:fémina,persona:juan amechazurra,Undirected,2,Fémina — Juan Amechazurra (2),Fémina,Juan Amechazurra,Juan Amechazurra
e228,revista:fémina,persona:juan bautista vicini burgos,Undirected,2,Fémina — Juan Bautista Vicini Burgos (2),Fémina,Juan Bautista Vicini Burgos,Juan Bautista Vicini Burgos
e229,revista:fémina,persona:juan espinal y pena,Undirected,1,Fémina — Juan Espinal y Peña (1),Fémina,Juan Espinal y Peña,Juan Espinal y Peña
e230,revista:fémina,persona:juan salvador duran,Undirected,1,Fémina — Juan Salvador Durán (1),Fémina,Juan Salvador Durán,Juan Salvador Durán
e231,revista:fémina,persona:juana de ibarbourou,Undirected,4,Fémina — Juana de Ibarbourou (4),Fémina,Juana de Ibarbourou,Juana de Ibarbourou
e232,revista:fémina,persona:juana i vda escotto,Undirected,1,Fémina — Juana I. Vda. Escotto (1),Fémina,Juana I. Vda. Escotto,Juana I. Vda. Escotto
e233,revista:fémina,persona:julio dewindt,Undirected,1,Fémina — Julio Dewindt (1),Fémina,Julio Dewindt,Julio Dewindt
e234,revista:fémina,persona:lalita de hernandez,Undirected,1,Fémina — Lalita de Hernández (1),Fémina,Lalita de Hernández,Lalita de Hernández
e235,revista:fémina,persona:lele guerra,Undirected,1,Fémina — Lelé Guerra (1),Fémina,Lelé Guerra,Lelé Guerra
e236,revista:fémina,persona:leon von hegelson,Undirected,1,Fémina — Leon Von Hegelson (1),Fémina,Leon Von Hegelson,Leon Von Hegelson
e237,revista:fémina,persona:liliana alburquerque,Undirected,1,Fémina — Liliana Alburquerque (1),Fémina,Liliana Alburquerque,Liliana Alburquerque
e238,revista:fémina,persona:lolin espinet,Undirected,1,Fémina — Lolín Espinet (1),Fémina,Lolín Espinet,Lolín Espinet
e239,revista:fémina,persona:lorenzo justiniano bobea,Undirected,9,Fémina — Lorenzo Justiniano Bobea (9),Fémina,Lorenzo Justiniano Bobea,Lorenzo Justiniano Bobea
e240,revista:fémina,persona:lucila de florentino,Undirected,1,Fémina — Lucila de Florentino (1),Fémina,Lucila de Florentino,Lucila de Florentino
e241,revista:fémina,persona:luis a de mena,Undirected,6,Fémina — Luis A. de Mena (6),Fémina,Luis A. de Mena,Luis A. de Mena
e242,revista:fémina,persona:luis amiama,Undirected,1,Fémina — Luis Amiama (1),Fémina,Luis Amiama,Luis Amiama
e243,revista:fémina,persona:luis florentino,Undirected,1,Fémina — Luis Florentino (1),Fémina,Luis Florentino,Luis Florentino
e244,revista:fémina,persona:luisa o pellerano de henriquez,Undirected,6,Fémina — Luisa O. Pellerano de Henríquez (6),Fémina,Luisa O. Pellerano de Henríquez,Luisa O. Pellerano de Henríquez
e245,revista:fémina,persona:luisa puello,Undirected,1,Fémina — Luisa Puello (1),Fémina,Luisa Puello,Luisa Puello
e246,revista:fémina,persona:lydia lion roberts,Undirected,1,Fémina — Lydia Lion Roberts (1),Fémina,Lydia Lion Roberts,Lydia Lion Roberts
e247,revista:fémina,persona:m a peguero hijo,Undirected,5,Fémina — M. A. Peguero Hijo (5),Fémina,M. A. Peguero Hijo,M. A. Peguero Hijo
e248,revista:fémina,persona:m alfaro reyes,Undirected,5,Fémina — M. Alfaro Reyes (5),Fémina,M. Alfaro Reyes,M. Alfaro Reyes
e249,revista:fémina,persona:m m gautier,Undirected,1,Fémina — M. M. Gautier (1),Fémina,M. M. Gautier,M. M. Gautier
e250,revista:fémina,persona:manuel a patin maceo,Undirected,7,Fémina — Manuel A. Patín Maceo (7),Fémina,Manuel A. Patín Maceo,Manuel A. Patín Maceo
e251,revista:fémina,persona:manuel e mallen isambert,Undirected,2,Fémina — Manuel E. Mallén Isambert (2),Fémina,Manuel E. Mallén Isambert,Manuel E. Mallén Isambert
e252,revista:fémina,persona:manuel e suncar,Undirected,2,Fémina — Manuel E. Suncar (2),Fémina,Manuel E. Suncar,Manuel E. Suncar
e253,revista:fémina,persona:manuel f leonor,Undirected,1,Fémina — Manuel F. Leonor (1),Fémina,Manuel F. Leonor,Manuel F. Leonor
e254,revista:fémina,persona:maria cristina godoy,Undirected,1,Fémina — Maria Cristina Godoy (1),Fémina,Maria Cristina Godoy,Maria Cristina Godoy
e255,revista:fémina,persona:mariblanca sabas aloma,Undirected,6,Fémina — Mariblanca Sabas Alomá (6),Fémina,Mariblanca Sabas Alomá,Mariblanca Sabas Alomá
e256,revista:fémina,persona:mario caminero sanchez,Undirected,7,Fémina — Mario Caminero Sánchez (7),Fémina,Mario Caminero Sánchez,Mario Caminero Sánchez
e257,revista:fémina,persona:maria ballis,Undirected,1,Fémina — María Ballis (1),Fémina,María Ballis,María Ballis
e258,revista:fémina,persona:maria di sorrento,Undirected,2,Fémina — María di Sorrento (2),Fémina,María di Sorrento,María di Sorrento
e259,revista:fémina,persona:maria l de angelis de canino,Undirected,38,Fémina — María L. de Angelis de Canino (38),Fémina,María L. de Angelis de Canino,María L. de Angelis de Canino
e260,revista:fémina,persona:maria l vidaurre,Undirected,1,Fémina — María L. Vidaurre (1),Fémina,María L. Vidaurre,María L. Vidaurre
e261,revista:fémina,persona:maria luisa oliver,Undirected,2,Fémina — María Luisa Oliver (2),Fémina,María Luisa Oliver,María Luisa Oliver
e262,revista:fémina,persona:maria pedemonte,Undirected,1,Fémina — María Pedemonte (1),Fémina,María Pedemonte,María Pedemonte
e263,revista:fémina,persona:matildita benzo,Undirected,1,Fémina — Matildita Benzo (1),Fémina,Matildita Benzo,Matildita Benzo
e264,revista:fémina,persona:melani winter,Undirected,1,Fémina — Melaní Winter (1),Fémina,Melaní Winter,Melaní Winter
e265,revista:fémina,persona:mercedes a heureaux,Undirected,1,Fémina — Mercedes A. Heureaux (1),Fémina,Mercedes A. Heureaux,Mercedes A. Heureaux
e266,revista:fémina,persona:mercedes diaz,Undirected,2,Fémina — Mercedes Díaz (2),Fémina,Mercedes Díaz,Mercedes Díaz
e267,revista:fémina,persona:mercedes m perez,Undirected,1,Fémina — Mercedes M. Pérez (1),Fémina,Mercedes M. Pérez,Mercedes M. Pérez
e268,revista:fémina,persona:mercedes mota,Undirected,1,Fémina — Mercedes Mota (1),Fémina,Mercedes Mota,Mercedes Mota
e269,revista:fémina,persona:mercedes quintero,Undirected,1,Fémina — Mercedes Quintero (1),Fémina,Mercedes Quintero,Mercedes Quintero
e270,revista:fémina,persona:miguel a vuylsteke,Undirected,1,Fémina — Miguel A Vuylsteke (1),Fémina,Miguel A Vuylsteke,Miguel A Vuylsteke
e271,revista:fémina,persona:miguel a guerrero r,Undirected,10,Fémina — Miguel A. Guerrero R. (10),Fémina,Miguel A. Guerrero R.,Miguel A. Guerrero R.
e272,revista:fémina,persona:miguel rodriguez o,Undirected,1,Fémina — Miguel Rodríguez O. (1),Fémina,Miguel Rodríguez O.,Miguel Rodríguez O.
e273,revista:fémina,persona:miguel angel fiallo,Undirected,1,Fémina — Miguel Ángel Fiallo (1),Fémina,Miguel Ángel Fiallo,Miguel Ángel Fiallo
e274,revista:fémina,persona:mirta pichardo,Undirected,1,Fémina — Mirta Pichardo (1),Fémina,Mirta Pichardo,Mirta Pichardo
e275,revista:fémina,persona:modesto cedano,Undirected,1,Fémina — Modesto Cedano (1),Fémina,Modesto Cedano,Modesto Cedano
e276,revista:fémina,persona:moises de soto,Undirected,1,Fémina — Moisés de Soto (1),Fémina,Moisés de Soto,Moisés de Soto
e277,revista:fémina,persona:moscoso puello,Undirected,1,Fémina — Moscoso Puello (1),Fémina,Moscoso Puello,Moscoso Puello
e278,revista:fémina,persona:melida mercado,Undirected,1,Fémina — Mélida Mercado (1),Fémina,Mélida Mercado,Mélida Mercado
e279,revista:fémina,persona:narcisa sofe,Undirected,1,Fémina — Narcisa Sofé (1),Fémina,Narcisa Sofé,Narcisa Sofé
e280,revista:fémina,persona:natalia garcia,Undirected,6,Fémina — Natalia García (6),Fémina,Natalia García,Natalia García
e281,revista:fémina,persona:nidia batlle,Undirected,1,Fémina — Nidia Batlle (1),Fémina,Nidia Batlle,Nidia Batlle
e282,revista:fémina,persona:orfelina m de sarda,Undirected,1,Fémina — Orfelina M. de Sardá (1),Fémina,Orfelina M. de Sardá,Orfelina M. de Sardá
e283,revista:fémina,persona:petronila angelica gomez,Undirected,95,Fémina — Petronila Angélica Gómez (95),Fémina,Petronila Angélica Gómez,Petronila Angélica Gómez
e284,revista:fémina,persona:pilar jorge de tella,Undirected,1,Fémina — Pilar Jorge de Tella (1),Fémina,Pilar Jorge de Tella,Pilar Jorge de Tella
e285,revista:fémina,persona:rafael alburquerque,Undirected,3,Fémina — Rafael Alburquerque (3),Fémina,Rafael Alburquerque,Rafael Alburquerque
e286,revista:fémina,persona:rafael elpidio pera,Undirected,1,Fémina — Rafael Elpidio Pera (1),Fémina,Rafael Elpidio Pera,Rafael Elpidio Pera
e287,revista:fémina,persona:rafael reyes,Undirected,1,Fémina — Rafael Reyes (1),Fémina,Rafael Reyes,Rafael Reyes
e288,revista:fémina,persona:rafaela h gomez,Undirected,1,Fémina — Rafaela H. Gómez (1),Fémina,Rafaela H. Gómez,Rafaela H. Gómez
e289,revista:fémina,persona:raul carbuccia,Undirected,1,Fémina — Raúl Carbuccia (1),Fémina,Raúl Carbuccia,Raúl Carbuccia
e290,revista:fémina,persona:reginaldo s sculpi,Undirected,1,Fémina — Reginaldo S. Sculpi (1),Fémina,Reginaldo S. Sculpi,Reginaldo S. Sculpi
e291,revista:fémina,persona:rosa colombina mansfield,Undirected,1,Fémina — Rosa Colombina Mansfield (1),Fémina,Rosa Colombina Mansfield,Rosa Colombina Mansfield
e292,revista:fémina,persona:rosa maria espinet,Undirected,1,Fémina — Rosa María Espinet (1),Fémina,Rosa María Espinet,Rosa María Espinet
e293,revista:fémina,persona:rosario sansores,Undirected,1,Fémina — Rosario Sansores (1),Fémina,Rosario Sansores,Rosario Sansores
e294,revista:fémina,persona:ruben dario,Undirected,4,Fémina — Rubén Darío (4),Fémina,Rubén Darío,Rubén Darío
e295,revista:fémina,persona:salvador gonzales,Undirected,1,Fémina — Salvador Gonzáles (1),Fémina,Salvador Gonzáles,Salvador Gonzáles
e296,revista:fémina,persona:sebastian leite de vasconcellos,Undirected,5,Fémina — Sebastián Leite de Vasconcellos (5),Fémina,Sebastián Leite de Vasconcellos,Sebastián Leite de Vasconcellos
e297,revista:fémina,persona:teresa de moreaux,Undirected,1,Fémina — Teresa de Moreaux (1),Fémina,Teresa de Moreaux,Teresa de Moreaux
e298,revista:fémina,persona:teresa pena de espinal,Undirected,1,Fémina — Teresa Peña de Espinal (1),Fémina,Teresa Peña de Espinal,Teresa Peña de Espinal
e299,revista:fémina,persona:tete brea,Undirected,1,Fémina — Teté Brea (1),Fémina,Teté Brea,Teté Brea
e300,revista:fémina,persona:tete mallen,Undirected,2,Fémina — Teté Mallén (2),Fémina,Teté Mallén,Teté Mallén
e301,revista:fémina,persona:tomas g senio,Undirected,1,Fémina — Tomás G. Senio (1),Fémina,Tomás G. Senio,Tomás G. Senio
e302,revista:fémina,persona:tomas gomez brea,Undirected,2,Fémina — Tomás Gómez Brea (2),Fémina,Tomás Gómez Brea,Tomás Gómez Brea
e303,revista:fémina,persona:trina moya de vazquez,Undirected,1,Fémina — Trina Moya de Vázquez (1),Fémina,Trina Moya de Vázquez,Trina Moya de Vázquez
e304,revista:fémina,persona:v valera reyes,Undirected,5,Fémina — V. Valera Reyes (5),Fémina,V. Valera Reyes,V. Valera Reyes
e305,revista:fémina,persona:venancio de ecija,Undirected,3,Fémina — Venancio de Écija (3),Fémina,Venancio de Écija,Venancio de Écija
e306,revista:fémina,persona:venecia de soto,Undirected,1,Fémina — Venecia de Soto (1),Fémina,Venecia de Soto,Venecia de Soto
e307,revista:fémina,persona:vicente medina,Undirected,2,Fémina — Vicente Medina (2),Fémina,Vicente Medina,Vicente Medina
e308,revista:fémina,persona:victor m geraldino,Undirected,1,Fémina — Victor M. Geraldino (1),Fémina,Victor M. Geraldino,Victor M. Geraldino
e309,revista:fémina,persona:vitalia marchena,Undirected,1,Fémina — Vitalia Marchena (1),Fémina,Vitalia Marchena,Vitalia Marchena
e310,revista:filipinas,persona:adan,Undirected,1,Filipinas — Adan (1),Filipinas,Adan,Adan
e311,revista:filipinas,persona:agripa,Undirected,1,Filipinas — Agripa (1),Filipinas,Agripa,Agripa
e312,revista:filipinas,persona:agustin reyes,Undirected,1,Filipinas — Agustin Reyes (1),Filipinas,Agustin Reyes,Agustin Reyes
e313,revista:filipinas,persona:agustina de aragon,Undirected,1,Filipinas — Agustina de Aragón (1),Filipinas,Agustina de Aragón,Agustina de Aragón
e314,revista:filipinas,persona:aime martin,Undirected,1,Filipinas — Aime Martin (1),Filipinas,Aime Martin,Aime Martin
e315,revista:filipinas,persona:alfonso xiii,Undirected,8,Filipinas — Alfonso XIII (8),Filipinas,Alfonso XIII,Alfonso XIII
e316,revista:filipinas,persona:almostain,Undirected,1,Filipinas — Almostaín (1),Filipinas,Almostaín,Almostaín
e317,revista:filipinas,persona:alodia,Undirected,2,Filipinas — Alodia (2),Filipinas,Alodia,Alodia
e318,revista:filipinas,persona:alphonse daudet,Undirected,1,Filipinas — Alphonse Daudet (1),Filipinas,Alphonse Daudet,Alphonse Daudet
e319,revista:filipinas,persona:amalia francisco,Undirected,1,Filipinas — Amalia Francisco (1),Filipinas,Amalia Francisco,Amalia Francisco
e320,revista:filipinas,persona:ana wauker,Undirected,1,Filipinas — Ana Wauker (1),Filipinas,Ana Wauker,Ana Wauker
e321,revista:filipinas,persona:anacleto del rosario,Undirected,1,Filipinas — Anacleto del Rosario (1),Filipinas,Anacleto del Rosario,Anacleto del Rosario
e322,revista:filipinas,persona:anciay,Undirected,1,Filipinas — Anciay (1),Filipinas,Anciay,Anciay
e323,revista:filipinas,persona:andres bonifacio,Undirected,2,Filipinas — Andrés Bonifacio (2),Filipinas,Andrés Bonifacio,Andrés Bonifacio
e324,revista:filipinas,persona:angel jose,Undirected,1,Filipinas — Angel José (1),Filipinas,Angel José,Angel José
e325,revista:filipinas,persona:angela,Undirected,2,Filipinas — Angela (2),Filipinas,Angela,Angela
e326,revista:filipinas,persona:anne morgan,Undirected,3,Filipinas — Anne Morgan (3),Filipinas,Anne Morgan,Anne Morgan
e327,revista:filipinas,persona:anselmo,Undirected,1,Filipinas — Anselmo (1),Filipinas,Anselmo,Anselmo
e328,revista:filipinas,persona:antonio luna,Undirected,1,Filipinas — Antonio Luna (1),Filipinas,Antonio Luna,Antonio Luna
e329,revista:filipinas,persona:apolinario mabini,Undirected,1,Filipinas — Apolinario Mabini (1),Filipinas,Apolinario Mabini,Apolinario Mabini
e330,revista:filipinas,persona:arcadio arellano,Undirected,1,Filipinas — Arcadio Arellano (1),Filipinas,Arcadio Arellano,Arcadio Arellano
e331,revista:filipinas,persona:arsenio cruz herrera,Undirected,2,Filipinas — Arsenio Cruz Herrera (2),Filipinas,Arsenio Cruz Herrera,Arsenio Cruz Herrera
e332,revista:filipinas,persona:artemisa,Undirected,1,Filipinas — Artemisa (1),Filipinas,Artemisa,Artemisa
e333,revista:filipinas,persona:asuncion manahan,Undirected,1,Filipinas — Asuncion Manahan (1),Filipinas,Asuncion Manahan,Asuncion Manahan
e334,revista:filipinas,persona:b de b,Undirected,1,Filipinas — B. de B. (1),Filipinas,B. de B.,B. de B.
e335,revista:filipinas,persona:baronesa von suttner,Undirected,1,Filipinas — Baronesa von Suttner (1),Filipinas,Baronesa von Suttner,Baronesa von Suttner
e336,revista:filipinas,persona:baron de estournelles de constant,Undirected,1,Filipinas — Barón de Estournelles de Constant (1),Filipinas,Barón de Estournelles de Constant,Barón de Estournelles de Constant
e337,revista:filipinas,persona:basilio martinez,Undirected,1,Filipinas — Basilio Martinez (1),Filipinas,Basilio Martinez,Basilio Martinez
e338,revista:filipinas,persona:beatriz,Undirected,5,Filipinas — Beatriz (5),Filipinas,Beatriz,Beatriz
e339,revista:filipinas,persona:belisario rosas,Undirected,1,Filipinas — Belisario Rosas (1),Filipinas,Belisario Rosas,Belisario Rosas
e340,revista:filipinas,persona:benita a de roda,Undirected,1,Filipinas — Benita A. de Roda (1),Filipinas,Benita A. de Roda,Benita A. de Roda
e341,revista:filipinas,persona:bernabe santos,Undirected,1,Filipinas — Bernabé Santos (1),Filipinas,Bernabé Santos,Bernabé Santos
e342,revista:filipinas,persona:blundell maple,Undirected,1,Filipinas — Blundell Maple (1),Filipinas,Blundell Maple,Blundell Maple
e343,revista:filipinas,persona:bonald,Undirected,1,Filipinas — Bonald (1),Filipinas,Bonald,Bonald
e344,revista:filipinas,persona:braun,Undirected,1,Filipinas — Braun (1),Filipinas,Braun,Braun
e345,revista:filipinas,persona:buigricout,Undirected,1,Filipinas — Buigricout (1),Filipinas,Buigricout,Buigricout
e346,revista:filipinas,persona:bulaklak,Undirected,1,Filipinas — Bulaklak (1),Filipinas,Bulaklak,Bulaklak
e347,revista:filipinas,persona:c j fife,Undirected,1,Filipinas — C. J. Fife (1),Filipinas,C. J. Fife,C. J. Fife
e348,revista:filipinas,persona:candido tria tirona,Undirected,1,Filipinas — Candido Tria Tirona (1),Filipinas,Candido Tria Tirona,Candido Tria Tirona
e349,revista:filipinas,persona:cantu,Undirected,1,Filipinas — Cantu (1),Filipinas,Cantu,Cantu
e350,revista:filipinas,persona:carmen edano,Undirected,1,Filipinas — Carmen Edano (1),Filipinas,Carmen Edano,Carmen Edano
e351,revista:filipinas,persona:carmen farinas,Undirected,2,Filipinas — Carmen Fariñas (2),Filipinas,Carmen Fariñas,Carmen Fariñas
e352,revista:filipinas,persona:caro,Undirected,1,Filipinas — Caro (1),Filipinas,Caro,Caro
e353,revista:filipinas,persona:catalino doranila,Undirected,1,Filipinas — Catalino Doranila (1),Filipinas,Catalino Doranila,Catalino Doranila
e354,revista:filipinas,persona:cayetano arellano,Undirected,1,Filipinas — Cayetano Arellano (1),Filipinas,Cayetano Arellano,Cayetano Arellano
e355,revista:filipinas,persona:cecilio apostol,Undirected,1,Filipinas — Cecilio Apóstol (1),Filipinas,Cecilio Apóstol,Cecilio Apóstol
e356,revista:filipinas,persona:charles gilman,Undirected,3,Filipinas — Charles Gilman (3),Filipinas,Charles Gilman,Charles Gilman
e357,revista:filipinas,persona:charles kingsley,Undirected,1,Filipinas — Charles Kingsley (1),Filipinas,Charles Kingsley,Charles Kingsley
