Id,Label,Type,NodeType,TotalFrequency,RevistaCount,Revistas,Variants
persona:juan amechazurra,Juan Amechazurra,persona,persona,2,1,Fémina,Juan Amechazurra
persona:juan bautista vicini burgos,Juan Bautista Vicini Burgos,persona,persona,2,1,Fémina,Juan Bautista Vicini Burgos
persona:juan caspe,Juan Caspe,persona,persona,1,1,Filipinas,Juan Caspe
persona:juan espinal y pena,Juan Espinal y Peña,persona,persona,1,1,Fémina,Juan Espinal y Peña
persona:juan luna,Juan Luna,persona,persona,1,1,Filipinas,Juan Luna
persona:juan salvador duran,Juan Salvador Durán,persona,persona,1,1,Fémina,Juan Salvador Durán
persona:juana de ibarbourou,Juana de Ibarbourou,persona,persona,4,1,Fémina,Juana de Ibarbourou
persona:juana i vda escotto,Juana I. Vda. Escotto,persona,persona,1,1,Fémina,Juana I. Vda. Escotto
persona:judith,Judith,persona,persona,3,1,Filipinas,Judith
persona:julia reyes ruiz,Julia Reyes Ruiz,persona,persona,1,1,Heraldo de la Mujer,Julia Reyes Ruiz
persona:julie siegfried,Julie Siegfried,persona,persona,1,1,Heraldo de la Mujer,Julie Siegfried
persona:juliet barrett rublee,Juliet Barrett Rublee,persona,persona,1,1,Heraldo de la Mujer,Juliet Barrett Rublee
persona:julio dewindt,Julio Dewindt,persona,persona,1,1,Fémina,Julio Dewindt
persona:justina iliwanag,Justina Iliwanag,persona,persona,1,1,Filipinas,Justina Iliwanag
persona:justo lukban,Justo Lukban,persona,persona,1,1,Filipinas,Justo Lukban
persona:komako kimura,Komako Kimura,persona,persona,1,1,Heraldo de la Mujer,Komako Kimura
persona:krupp,Krupp,persona,persona,1,1,Filipinas,Krupp
persona:l l billan,L. L. Billan,persona,persona,1,1,Filipinas,L. L. Billan
persona:lalita de hernandez,Lalita de Hernández,persona,persona,1,1,Fémina,Lalita de Hernández
persona:laurent tailhade,Laurent Tailhade,persona,persona,1,1,Filipinas,Laurent Tailhade
persona:legouve,Legouve,persona,persona,1,1,Filipinas,Legouve
persona:lele guerra,Lelé Guerra,persona,persona,1,1,Fémina,Lelé Guerra
persona:leon von hegelson,Leon Von Hegelson,persona,persona,1,1,Fémina,Leon Von Hegelson
persona:lessing,Lessing,persona,persona,1,1,Filipinas,Lessing
persona:ligaya,Ligaya,persona,persona,1,1,Filipinas,Ligaya
persona:liliana alburquerque,Liliana Alburquerque,persona,persona,1,1,Fémina,Liliana Alburquerque
persona:lloyd george,Lloyd George,persona,persona,2,1,Heraldo de la Mujer,Lloyd George
persona:lola rodriguez de tio,Lola Rodríguez de Tió,persona,persona,1,1,Heraldo de la Mujer,Lola Rodríguez de Tió
persona:lolita roque cepero,Lolita Roqué Cepero,persona,persona,1,1,Heraldo de la Mujer,Lolita Roqué Cepero
persona:lolin espinet,Lolín Espinet,persona,persona,1,1,Fémina,Lolín Espinet
persona:lope k santos,Lope K. Santos,persona,persona,2,1,Filipinas,Lope K. Santos
persona:lorenzo justiniano bobea,Lorenzo Justiniano Bobea,persona,persona,9,1,Fémina,Lorenzo Justiniano Bobea
persona:louise weiss,Louise Weiss,persona,persona,1,1,Heraldo de la Mujer,Louise Weiss
persona:lucila de florentino,Lucila de Florentino,persona,persona,1,1,Fémina,Lucila de Florentino
persona:luis,Luis,persona,persona,1,1,Filipinas,Luis
persona:luis a de mena,Luis A. de Mena,persona,persona,6,1,Fémina,Luis A. de Mena
persona:luis amiama,Luis Amiama,persona,persona,1,1,Fémina,Luis Amiama
persona:luis florentino,Luis Florentino,persona,persona,1,1,Fémina,Luis Florentino
persona:luisa,Luisa,persona,persona,2,1,Filipinas,Luisa
persona:luisa amelia de hostos,Luisa Amelia de Hostos,persona,persona,3,1,Heraldo de la Mujer,Luisa Amelia de Hostos
persona:luisa de la valiere,Luisa de La Valiére,persona,persona,1,1,Filipinas,Luisa de La Valiére
persona:luisa o pellerano de henriquez,Luisa O. Pellerano de Henríquez,persona,persona,6,1,Fémina,Luisa O. Pellerano de Henríquez
persona:luisa puello,Luisa Puello,persona,persona,1,1,Fémina,Luisa Puello
persona:lydia lion roberts,Lydia Lion Roberts,persona,persona,1,1,Fémina,Lydia Lion Roberts
persona:m a peguero hijo,M. A. Peguero Hijo,persona,persona,5,1,Fémina,M. A. Peguero Hijo
persona:m alfaro reyes,M. Alfaro Reyes,persona,persona,5,1,Fémina,M. Alfaro Reyes
persona:m beernaert,M. Beernaert,persona,persona,1,1,Filipinas,M. Beernaert
persona:m comby,M. Comby,persona,persona,1,1,Filipinas,M. Comby
persona:m m gautier,M. M. Gautier,persona,persona,1,1,Fémina,M. M. Gautier
persona:macario adriatico,Macario Adriático,persona,persona,1,1,Filipinas,Macario Adriático
persona:mad stal,Mad. Stal,persona,persona,1,1,Filipinas,Mad. Stal
persona:mantegazza,Mantegazza,persona,persona,1,1,Filipinas,Mantegazza
persona:manuel,Manuel,persona,persona,2,1,Filipinas,Manuel
persona:manuel a patin maceo,Manuel A. Patín Maceo,persona,persona,7,1,Fémina,Manuel A. Patín Maceo
persona:manuel del valle atiles,Manuel del Valle Atiles,persona,persona,1,1,Heraldo de la Mujer,Manuel del Valle Atiles
persona:manuel e mallen isambert,Manuel E. Mallén Isambert,persona,persona,2,1,Fémina,Manuel E. Mallén Isambert
persona:manuel e suncar,Manuel E. Suncar,persona,persona,2,1,Fémina,Manuel E. Suncar
persona:manuel f leonor,Manuel F. Leonor,persona,persona,1,1,Fémina,Manuel F. Leonor
persona:marcelino aguna,Marcelino Aguna,persona,persona,1,1,Filipinas,Marcelino Aguna
persona:marcelino sola,Marcelino Solá,persona,persona,1,1,Heraldo de la Mujer,Marcelino Solá
persona:marcelo h del pilar,Marcelo H. del Pilar,persona,persona,1,1,Filipinas,Marcelo H. del Pilar
persona:marconi,Marconi,persona,persona,1,1,Filipinas,Marconi
persona:margaret t maguire,Margaret T. Maguire,persona,persona,2,1,Filipinas,Margaret T. Maguire
persona:margarita,Margarita,persona,persona,1,1,Filipinas,Margarita
persona:margarita perez de celis,Margarita Pérez de Celis,persona,persona,2,1,Heraldo de la Mujer,Margarita Pérez de Celis
persona:maria,Maria,persona,persona,2,1,Filipinas,Maria
persona:maria barrera,Maria Barrera,persona,persona,1,1,Heraldo de la Mujer,Maria Barrera
persona:maria cristina godoy,Maria Cristina Godoy,persona,persona,1,1,Fémina,Maria Cristina Godoy
persona:maria cruz,Maria Cruz,persona,persona,1,1,Filipinas,Maria Cruz
persona:maria de maeztu,Maria de Maeztu,persona,persona,1,1,Heraldo de la Mujer,Maria de Maeztu
persona:maria del pilar,Maria del Pilar,persona,persona,1,1,Filipinas,Maria del Pilar
persona:maria vilarini,Maria Vilarini,persona,persona,1,1,Heraldo de la Mujer,Maria Vilarini
persona:mariano garcia,Mariano García,persona,persona,1,1,Filipinas,Mariano García
persona:mariano gomez,Mariano Gómez,persona,persona,1,1,Filipinas,Mariano Gómez
persona:mariblanca sabas aloma,Mariblanca Sabas Alomá,persona,persona,6,1,Fémina,Mariblanca Sabas Alomá
persona:marie bonnevial,Marie Bonnevial,persona,persona,3,1,Heraldo de la Mujer,Marie Bonnevial
persona:mario caminero sanchez,Mario Caminero Sánchez,persona,persona,7,1,Fémina,Mario Caminero Sánchez
persona:marquesa de graham,Marquesa de Graham,persona,persona,1,1,Filipinas,Marquesa de Graham
persona:martin ocampo,Martin Ocampo,persona,persona,2,1,Filipinas,Martin Ocampo
persona:mary j johnston,Mary J. Johnston,persona,persona,3,1,Filipinas,Mary J. Johnston
persona:maria angelina de hostos,María Angelina de Hostos,persona,persona,1,1,Heraldo de la Mujer,María Angelina de Hostos
persona:maria ballis,María Ballis,persona,persona,1,1,Fémina,María Ballis
persona:maria di sorrento,María di Sorrento,persona,persona,2,1,Fémina,María di Sorrento
persona:maria l de angelis de canino,María L. de Angelis de Canino,persona,persona,38,1,Fémina,María L. de Angelis de Canino
persona:maria l vidaurre,María L. Vidaurre,persona,persona,1,1,Fémina,María L. Vidaurre
persona:maria luisa oliver,María Luisa Oliver,persona,persona,2,1,Fémina,María Luisa Oliver
persona:maria pedemonte,María Pedemonte,persona,persona,1,1,Fémina,María Pedemonte
persona:matilde montoya,Matilde Montoya,persona,persona,2,1,Filipinas,Matilde Montoya
persona:matildita benzo,Matildita Benzo,persona,persona,1,1,Fémina,Matildita Benzo
persona:maura,Maura,persona,persona,1,1,Filipinas,Maura
persona:maximiliano,Maximiliano,persona,persona,1,1,Filipinas,Maximiliano
persona:melani winter,Melaní Winter,persona,persona,1,1,Fémina,Melaní Winter
persona:mercedes a heureaux,Mercedes A. Heureaux,persona,persona,1,1,Fémina,Mercedes A. Heureaux
persona:mercedes diaz,Mercedes Díaz,persona,persona,2,1,Fémina,Mercedes Díaz
persona:mercedes m perez,Mercedes M. Pérez,persona,persona,1,1,Fémina,Mercedes M. Pérez
persona:mercedes mota,Mercedes Mota,persona,persona,1,1,Fémina,Mercedes Mota
persona:mercedes quintero,Mercedes Quintero,persona,persona,1,1,Fémina,Mercedes Quintero
persona:miguel a vuylsteke,Miguel A Vuylsteke,persona,persona,1,1,Fémina,Miguel A Vuylsteke
persona:miguel a guerrero r,Miguel A. Guerrero R.,persona,persona,10,1,Fémina,Miguel A. Guerrero R.
persona:miguel guerra,Miguel Guerra,persona,persona,1,1,Heraldo de la Mujer,Miguel Guerra
persona:miguel rodriguez o,Miguel Rodríguez O.,persona,persona,1,1,Fémina,Miguel Rodríguez O.
persona:miguel angel fiallo,Miguel Ángel Fiallo,persona,persona,1,1,Fémina,Miguel Ángel Fiallo
persona:miles poindexter,Miles Poindexter,persona,persona,3,1,Heraldo de la Mujer,Miles Poindexter
persona:mimosa pedica,Mimosa Pedica,persona,persona,1,1,Filipinas,Mimosa Pedica
persona:mirta pichardo,Mirta Pichardo,persona,persona,1,1,Fémina,Mirta Pichardo
persona:mme curie,Mme. Curie,persona,persona,2,1,Filipinas,Mme. Curie
persona:mme jules lebandy,Mme. Jules Lebandy,persona,persona,1,1,Filipinas,Mme. Jules Lebandy
persona:mme pronsard,Mme. Pronsard,persona,persona,1,1,Heraldo de la Mujer,Mme. Pronsard
persona:mme ravier,Mme. Ravier,persona,persona,1,1,Heraldo de la Mujer,Mme. Ravier
persona:modesto cedano,Modesto Cedano,persona,persona,1,1,Fémina,Modesto Cedano
persona:modesto de castro,Modesto de Castro,persona,persona,1,1,Filipinas,Modesto de Castro
persona:moises de soto,Moisés de Soto,persona,persona,1,1,Fémina,Moisés de Soto
persona:monsenor jones,Monseñor Jones,persona,persona,1,1,Heraldo de la Mujer,Monseñor Jones
persona:morgan,Morgan,persona,persona,1,1,Filipinas,Morgan
persona:moscoso puello,Moscoso Puello,persona,persona,1,1,Fémina,Moscoso Puello
persona:mozart,Mozart,persona,persona,1,1,Filipinas,Mozart
persona:mr john,Mr. John,persona,persona,4,1,Filipinas,Mr. John
persona:mrs russell sage,Mrs. Russell Sage,persona,persona,1,1,Filipinas,Mrs. Russell Sage
persona:mrs william howard taft,Mrs. William Howard Taft,persona,persona,6,1,Filipinas,Mrs. William Howard Taft
persona:mutsu-hito,Mutsu-Hito,persona,persona,1,1,Filipinas,Mutsu-Hito
persona:munoz rivera,Muñoz Rivera,persona,persona,2,1,Heraldo de la Mujer,Muñoz Rivera
persona:melida mercado,Mélida Mercado,persona,persona,1,1,Fémina,Mélida Mercado
persona:napoleon iii,Napoleón III,persona,persona,1,1,Filipinas,Napoleón III
persona:narcisa sofe,Narcisa Sofé,persona,persona,1,1,Fémina,Narcisa Sofé
persona:natalia garcia,Natalia García,persona,persona,6,1,Fémina,Natalia García
persona:nicole oresme,Nicole Oresme,persona,persona,2,1,Heraldo de la Mujer,Nicole Oresme
persona:nicolas copernico,Nicolás Copérnico,persona,persona,2,1,Heraldo de la Mujer,Nicolás Copérnico
persona:nidia batlle,Nidia Batlle,persona,persona,1,1,Fémina,Nidia Batlle
persona:ogden goelet,Ogden Goelet,persona,persona,1,1,Filipinas,Ogden Goelet
persona:orfelina m de sarda,Orfelina M. de Sardá,persona,persona,1,1,Fémina,Orfelina M. de Sardá
persona:ostwald,Ostwald,persona,persona,1,1,Filipinas,Ostwald
persona:pacifico victoriano,Pacífico Victoriano,persona,persona,1,1,Filipinas,Pacífico Victoriano
persona:pascual h poblete,Pascual H. Poblete,persona,persona,1,1,Filipinas,Pascual H. Poblete
persona:patrich shao,Patrich Shao,persona,persona,1,1,Filipinas,Patrich Shao
persona:patricio,Patricio,persona,persona,1,1,Filipinas,Patricio
persona:paul margueritte,Paul Margueritte,persona,persona,1,1,Heraldo de la Mujer,Paul Margueritte
persona:paulina luisi,Paulina Luisi,persona,persona,1,1,Heraldo de la Mujer,Paulina Luisi
persona:pedro giusti,Pedro Giusti,persona,persona,1,1,Heraldo de la Mujer,Pedro Giusti
persona:pedro pilapil,Pedro Pilapil,persona,persona,1,1,Filipinas,Pedro Pilapil
persona:pepe,Pepe,persona,persona,2,1,Filipinas,Pepe
persona:pepita,Pepita,persona,persona,5,1,Filipinas,Pepita
persona:peter m myers,Peter M. Myers,persona,persona,2,1,Filipinas,Peter M. Myers
persona:petra quijano,Petra Quijano,persona,persona,1,1,Heraldo de la Mujer,Petra Quijano
persona:petronila angelica gomez,Petronila Angélica Gómez,persona,persona,95,1,Fémina,Petronila Angélica Gómez
persona:pierre loti,Pierre Loti,persona,persona,1,1,Filipinas,Pierre Loti
persona:pilar j lazaro,Pilar J. Lázaro,persona,persona,1,1,Filipinas,Pilar J. Lázaro
persona:pilar jorge de tella,Pilar Jorge de Tella,persona,persona,1,1,Fémina,Pilar Jorge de Tella
persona:pomposa,Pomposa,persona,persona,1,1,Filipinas,Pomposa
persona:prentice mulford,Prentice Mulford,persona,persona,1,1,Heraldo de la Mujer,Prentice Mulford
persona:princesa beatriz,Princesa Beatriz,persona,persona,1,1,Filipinas,Princesa Beatriz
persona:principe alberto,Príncipe Alberto,persona,persona,1,1,Filipinas,Príncipe Alberto
persona:principe enrique battenberg,Príncipe Enrique Battenberg,persona,persona,1,1,Filipinas,Príncipe Enrique Battenberg
persona:puccini,Puccini,persona,persona,1,1,Filipinas,Puccini
persona:pura villanueva,Pura Villanueva,persona,persona,1,1,Filipinas,Pura Villanueva
persona:quintin negron sanjurjo,Quintín Negrón Sanjurjo,persona,persona,1,1,Heraldo de la Mujer,Quintín Negrón Sanjurjo
persona:quiroga,Quiroga,persona,persona,2,1,Filipinas,Quiroga
persona:rafael alburquerque,Rafael Alburquerque,persona,persona,3,1,Fémina,Rafael Alburquerque
persona:rafael del valle,Rafael del Valle,persona,persona,1,1,Heraldo de la Mujer,Rafael del Valle
persona:rafael elpidio pera,Rafael Elpidio Pera,persona,persona,1,1,Fémina,Rafael Elpidio Pera
persona:rafael palma,Rafael Palma,persona,persona,2,1,Filipinas,Rafael Palma
persona:rafael reyes,Rafael Reyes,persona,persona,1,1,Fémina,Rafael Reyes
persona:rafaela h gomez,Rafaela H. Gómez,persona,persona,1,1,Fémina,Rafaela H. Gómez
persona:ramon diokno,Ramón Diokno,persona,persona,1,1,Filipinas,Ramón Diokno
persona:raul carbuccia,Raúl Carbuccia,persona,persona,1,1,Fémina,Raúl Carbuccia
persona:rebecca parish,Rebecca Parish,persona,persona,2,1,Filipinas,Rebecca Parish
persona:reginaldo s sculpi,Reginaldo S. Sculpi,persona,persona,1,1,Fémina,Reginaldo S. Sculpi
persona:reina hatsepsut,Reina Hatsepsut,persona,persona,1,1,Heraldo de la Mujer,Reina Hatsepsut
persona:reina thyi,Reina Thyi,persona,persona,1,1,Heraldo de la Mujer,Reina Thyi
persona:rockefeller,Rockefeller,persona,persona,1,1,Filipinas,Rockefeller
persona:rodolfo gautier,Rodolfo Gautier,persona,persona,1,1,Heraldo de la Mujer,Rodolfo Gautier
persona:rosa colombina mansfield,Rosa Colombina Mansfield,persona,persona,1,1,Fémina,Rosa Colombina Mansfield
persona:rosa maria espinet,Rosa María Espinet,persona,persona,1,1,Fémina,Rosa María Espinet
persona:rosa rotherberg,Rosa Rotherberg,persona,persona,1,1,Heraldo de la Mujer,Rosa Rotherberg
persona:rosalia cobarrubias,Rosalia Cobarrubias,persona,persona,1,1,Filipinas,Rosalia Cobarrubias
persona:rosalia de castro,Rosalia de Castro,persona,persona,1,1,Heraldo de la Mujer,Rosalia de Castro
persona:rosario lam de escobar,Rosario Lam de Escobar,persona,persona,5,1,Filipinas,Rosario Lam de Escobar
persona:rosario sansores,Rosario Sansores,persona,persona,1,1,Fémina,Rosario Sansores
persona:rose duddley,Rose Duddley,persona,persona,1,1,Filipinas,Rose Duddley
persona:ruben dario,Rubén Darío,persona,persona,4,1,Fémina,Rubén Darío
persona:s b johnston,S. B. Johnston,persona,persona,1,1,Filipinas,S. B. Johnston
persona:saint prosper,Saint Prosper,persona,persona,1,1,Filipinas,Saint Prosper
persona:salvador brau,Salvador Brau,persona,persona,1,1,Heraldo de la Mujer,Salvador Brau
persona:salvador gonzales,Salvador Gonzáles,persona,persona,1,1,Fémina,Salvador Gonzáles
persona:samuel smiles,Samuel Smiles,persona,persona,2,1,Heraldo de la Mujer,Samuel Smiles
persona:santiago alba,Santiago Alba,persona,persona,1,1,Heraldo de la Mujer,Santiago Alba
persona:santo tomas de aquino,Santo Tomás de Aquino,persona,persona,2,1,Heraldo de la Mujer,Santo Tomás de Aquino
persona:santos sanchidrian,Santos Sanchidrián,persona,persona,1,1,Heraldo de la Mujer,Santos Sanchidrián
persona:saturnina rizal,Saturnina Rizal,persona,persona,4,1,Filipinas,Saturnina Rizal
persona:schiller,Schiller,persona,persona,2,1,Filipinas,Schiller
persona:schmidt,Schmidt,persona,persona,1,1,Filipinas,Schmidt
persona:sebastian leite de vasconcellos,Sebastián Leite de Vasconcellos,persona,persona,5,1,Fémina,Sebastián Leite de Vasconcellos
persona:selma lagerloff,Selma Lagerloff,persona,persona,1,1,Filipinas,Selma Lagerloff
persona:semiramis,Semíramis,persona,persona,2,1,Filipinas,Semíramis
persona:sergio cuevas zequeira,Sergio Cuevas Zequeira,persona,persona,1,1,Heraldo de la Mujer,Sergio Cuevas Zequeira
persona:sergio osmena,Sergio Osmeña,persona,persona,1,1,Filipinas,Sergio Osmeña
persona:silvano,Silvano,persona,persona,6,1,Filipinas,Silvano
persona:simplicio solis,Simplicio Solís,persona,persona,1,1,Filipinas,Simplicio Solís
persona:sisila de astol,Sisila de Astol,persona,persona,1,1,Heraldo de la Mujer,Sisila de Astol
persona:smiles,Smiles,persona,persona,1,1,Filipinas,Smiles
persona:souza sales,Souza Sales,persona,persona,1,1,Heraldo de la Mujer,Souza Sales
persona:sr o'neil,Sr. O'Neil,persona,persona,1,1,Heraldo de la Mujer,Sr. O'Neil
persona:sr vicenty,Sr. Vicenty,persona,persona,1,1,Heraldo de la Mujer,Sr. Vicenty
persona:sra arias de delgado,Sra. Arias de Delgado,persona,persona,1,1,Heraldo de la Mujer,Sra. Arias de Delgado
persona:sra creel,Sra. Creel,persona,persona,1,1,Filipinas,Sra. Creel
persona:sra peter m myers,Sra. Peter M. Myers,persona,persona,1,1,Filipinas,Sra. Peter M. Myers
persona:sra storrer de lago,Sra. Storrer de Lago,persona,persona,1,1,Heraldo de la Mujer,Sra. Storrer de Lago
persona:sully prudhomme,Sully Prudhomme,persona,persona,1,1,Filipinas,Sully Prudhomme
persona:sumulong,Sumulong,persona,persona,1,1,Filipinas,Sumulong
persona:taboli,Taboli,persona,persona,1,1,Filipinas,Taboli
persona:tansiang,Tansiang,persona,persona,3,1,Filipinas,Tansiang
persona:teodoro aguilar,Teodoro Aguilar,persona,persona,2,1,Heraldo de la Mujer,Teodoro Aguilar
persona:teodoro kocher,Teodoro Kocher,persona,persona,1,1,Filipinas,Teodoro Kocher
persona:teodoro m kalaw,Teodoro M. Kalaw,persona,persona,2,1,Filipinas,Teodoro M. Kalaw
persona:teresa de moreaux,Teresa de Moreaux,persona,persona,1,1,Fémina,Teresa de Moreaux
persona:teresa pena de espinal,Teresa Peña de Espinal,persona,persona,1,1,Fémina,Teresa Peña de Espinal
persona:tete brea,Teté Brea,persona,persona,1,1,Fémina,Teté Brea
persona:tete mallen,Teté Mallén,persona,persona,2,1,Fémina,Teté Mallén
persona:thomas,Thomas,persona,persona,1,1,Filipinas,Thomas
persona:tinding,Tinding,persona,persona,4,1,Filipinas,Tinding
persona:tomas g senio,Tomás G. Senio,persona,persona,1,1,Fémina,Tomás G. Senio
persona:tomas gomez brea,Tomás Gómez Brea,persona,persona,2,1,Fémina,Tomás Gómez Brea
persona:tous soto,Tous Soto,persona,persona,4,1,Heraldo de la Mujer,Tous Soto
persona:trina moya de vazquez,Trina Moya de Vázquez,persona,persona,1,1,Fémina,Trina Moya de Vázquez
persona:u s fawcett,U. S. Fawcett,persona,persona,1,1,Heraldo de la Mujer,U. S. Fawcett
persona:v valera reyes,V. Valera Reyes,persona,persona,5,1,Fémina,V. Valera Reyes
persona:venancio de ecija,Venancio de Écija,persona,persona,3,1,Fémina,Venancio de Écija
persona:venecia de soto,Venecia de Soto,persona,persona,1,1,Fémina,Venecia de Soto
persona:verdi,Verdi,persona,persona,1,1,Filipinas,Verdi
persona:vicente e genato,Vicente E. Genato,persona,persona,5,1,Filipinas,Vicente E. Genato
persona:vicente medina,Vicente Medina,persona,persona,2,1,Fémina,Vicente Medina
persona:vicente pales,Vicente Palés,persona,persona,1,1,Heraldo de la Mujer,Vicente Palés
persona:victor hugo,Victor Hugo,persona,persona,1,1,Filipinas,Victor Hugo
persona:victor m geraldino,Victor M. Geraldino,persona,persona,1,1,Fémina,Victor M. Geraldino
persona:victoria eugenia ena de battenberg,Victoria Eugenia Ena de Battenberg,persona,persona,1,1,Filipinas,Victoria Eugenia Ena de Battenberg
persona:victoria i,Victoria I,persona,persona,3,1,Filipinas,Victoria I
persona:vincenzo bellini,Vincenzo Bellini,persona,persona,1,1,Heraldo de la Mujer,Vincenzo Bellini
persona:vitalia marchena,Vitalia Marchena,persona,persona,1,1,Fémina,Vitalia Marchena
persona:voltaire,Voltaire,persona,persona,1,1,Heraldo de la Mujer,Voltaire
persona:von bohlen,Von Bohlen,persona,persona,1,1,Filipinas,Von Bohlen
persona:w a kinkaid,W. A. Kinkaid,persona,persona,1,1,Filipinas,W. A. Kinkaid
persona:warren harding,Warren Harding,persona,persona,1,1,Heraldo de la Mujer,Warren Harding
persona:wenceslao bonus,Wenceslao Bonus,persona,persona,1,1,Filipinas,Wenceslao Bonus
persona:wenceslawa daman,Wenceslawa Daman,persona,persona,1,1,Filipinas,Wenceslawa Daman
persona:william howard taft,William Howard Taft,persona,persona,2,1,Filipinas,William Howard Taft
persona:william penn,William Penn,persona,persona,1,1,Heraldo de la Mujer,William Penn
persona:william ramsay,William Ramsay,persona,persona,1,1,Heraldo de la Mujer,William Ramsay
persona:william taft,William Taft,persona,persona,1,1,Heraldo de la Mujer,William Taft
persona:wolfgang amadeus mozart,Wolfgang Amadeus Mozart,persona,persona,1,1,Heraldo de la Mujer,Wolfgang Amadeus Mozart
persona:woodrow wilson,Woodrow Wilson,persona,persona,7,1,Heraldo de la Mujer,Woodrow Wilson
persona:y c mccandless,Y. C. McCandless,persona,persona,1,1,Heraldo de la Mujer,Y. C. McCandless
persona:zeigler,Zeigler,persona,persona,1,1,Filipinas,Zeigler
